#Data tag : 24v2 , Norm tag: None
#run:fill,time,ncms,hltpath,delivered(/fb),recorded(/fb)
305204:6305,10/17/17 13:20:31,1229,HLT_PFHT380_SixPFJet32_DoublePFBTagDeepCSV_2p2_v4,0.262804247,0.254512562
305207:6306,10/17/17 23:34:03,1026,HLT_PFHT380_SixPFJet32_DoublePFBTagDeepCSV_2p2_v4,0.331401883,0.318101281
305208:6306,10/18/17 06:15:41,372,HLT_PFHT380_SixPFJet32_DoublePFBTagDeepCSV_2p2_v4,0.086604556,0.083056036
305234:6307,10/18/17 11:00:15,46,HLT_PFHT380_SixPFJet32_DoublePFBTagDeepCSV_2p2_v4,0.016054104,0.012655354
305236:6307,10/18/17 11:28:42,23,HLT_PFHT380_SixPFJet32_DoublePFBTagDeepCSV_2p2_v4,0.008001486,0.006486870
305237:6307,10/18/17 11:42:18,1146,HLT_PFHT380_SixPFJet32_DoublePFBTagDeepCSV_2p2_v4,0.353830403,0.337866398
305247:6308,10/18/17 23:58:28,375,HLT_PFHT380_SixPFJet32_DoublePFBTagDeepCSV_2p2_v4,0.130737196,0.122425911
305248:6308,10/19/17 02:26:29,952,HLT_PFHT380_SixPFJet32_DoublePFBTagDeepCSV_2p2_v4,0.271764509,0.257882530
305252:6308,10/19/17 09:09:00,548,HLT_PFHT380_SixPFJet32_DoublePFBTagDeepCSV_2p2_v4,0.097354287,0.095039739
305282:6309,10/19/17 15:28:19,133,HLT_PFHT380_SixPFJet32_DoublePFBTagDeepCSV_2p2_v4,0.046409666,0.044344542
305310:6311,10/19/17 20:28:01,389,HLT_PFHT380_SixPFJet32_DoublePFBTagDeepCSV_2p2_v4,0.135532409,0.127514929
305311:6311,10/19/17 23:03:23,153,HLT_PFHT380_SixPFJet32_DoublePFBTagDeepCSV_2p2_v4,0.050760572,0.047386625
305312:6311,10/20/17 00:05:08,227,HLT_PFHT380_SixPFJet32_DoublePFBTagDeepCSV_2p2_v4,0.072385318,0.068271226
305313:6311,10/20/17 01:35:47,739,HLT_PFHT380_SixPFJet32_DoublePFBTagDeepCSV_2p2_v4,0.178188668,0.170164197
305314:6311,10/20/17 06:25:45,404,HLT_PFHT380_SixPFJet32_DoublePFBTagDeepCSV_2p2_v4,0.070088392,0.068334406
305336:6312,10/20/17 12:11:09,206,HLT_PFHT380_SixPFJet32_DoublePFBTagDeepCSV_2p2_v4,0.071098447,0.066202888
305338:6312,10/20/17 13:32:38,103,HLT_PFHT380_SixPFJet32_DoublePFBTagDeepCSV_2p2_v4,0.035349336,0.033111775
305341:6312,10/20/17 14:14:05,500,HLT_PFHT380_SixPFJet32_DoublePFBTagDeepCSV_2p2_v4,0.159373769,0.151780463
305349:6312,10/20/17 17:29:36,30,HLT_PFHT380_SixPFJet32_DoublePFBTagDeepCSV_2p2_v4,0.008268114,0.003880846
305350:6312,10/20/17 17:43:01,15,HLT_PFHT380_SixPFJet32_DoublePFBTagDeepCSV_2p2_v4,0.004064653,0.003820111
305351:6312,10/20/17 17:51:38,868,HLT_PFHT380_SixPFJet32_DoublePFBTagDeepCSV_2p2_v4,0.185011654,0.178341011
305358:6313,10/21/17 02:01:05,158,HLT_PFHT380_SixPFJet32_DoublePFBTagDeepCSV_2p2_v4,0.055191382,0.049593829
305364:6314,10/21/17 05:43:21,94,HLT_PFHT380_SixPFJet32_DoublePFBTagDeepCSV_2p2_v4,0.032501324,0.030414385
305365:6314,10/21/17 06:21:12,825,HLT_PFHT380_SixPFJet32_DoublePFBTagDeepCSV_2p2_v4,0.261561501,0.248985048
305366:6314,10/21/17 11:46:55,1239,HLT_PFHT380_SixPFJet32_DoublePFBTagDeepCSV_2p2_v4,0.239446349,0.232273985
305376:6315,10/22/17 00:11:09,98,HLT_PFHT380_SixPFJet32_DoublePFBTagDeepCSV_2p2_v4,0.034220032,0.032670779
305377:6315,10/22/17 01:10:10,1514,HLT_PFHT380_SixPFJet32_DoublePFBTagDeepCSV_2p2_v4,0.417257853,0.398851417
305405:6317,10/22/17 18:15:49,494,HLT_PFHT380_SixPFJet32_DoublePFBTagDeepCSV_2p2_v4,0.169310523,0.159491167
305406:6317,10/22/17 21:45:00,1458,HLT_PFHT380_SixPFJet32_DoublePFBTagDeepCSV_2p2_v4,0.328170351,0.316024204
305440:6318,10/23/17 10:50:33,266,HLT_PFHT380_SixPFJet32_DoublePFBTagDeepCSV_2p2_v4,0.092395029,0.083253340
305441:6318,10/23/17 12:36:13,121,HLT_PFHT380_SixPFJet32_DoublePFBTagDeepCSV_2p2_v4,0.038085372,0.036615177
305516:6323,10/23/17 23:42:58,552,HLT_PFHT380_SixPFJet32_DoublePFBTagDeepCSV_2p2_v4,0.186384756,0.170811889
305517:6323,10/24/17 03:42:14,163,HLT_PFHT380_SixPFJet32_DoublePFBTagDeepCSV_2p2_v4,0.049736159,0.033973948
305518:6323,10/24/17 04:48:59,1134,HLT_PFHT380_SixPFJet32_DoublePFBTagDeepCSV_2p2_v4,0.242865953,0.233807313
305586:6324,10/24/17 17:46:56,531,HLT_PFHT380_SixPFJet32_DoublePFBTagDeepCSV_2p2_v4,0.180913877,0.171033459
305589:6324,10/24/17 22:47:21,691,HLT_PFHT380_SixPFJet32_DoublePFBTagDeepCSV_2p2_v4,0.170274056,0.162878243
305590:6324,10/25/17 03:17:26,1004,HLT_PFHT380_SixPFJet32_DoublePFBTagDeepCSV_2p2_v4,0.155970996,0.151936421
305636:6325,10/25/17 13:27:50,2326,HLT_PFHT380_SixPFJet32_DoublePFBTagDeepCSV_2p2_v4,0.548675103,0.525219671
305766:6337,10/27/17 04:37:33,847,HLT_PFHT380_SixPFJet32_DoublePFBTagDeepCSV_2p2_v4,0.276827604,0.263689496
305809:6341,10/27/17 23:20:38,142,HLT_PFHT380_SixPFJet32_DoublePFBTagDeepCSV_2p2_v4,0.048880031,0.045952441
305814:6343,10/28/17 06:17:08,1823,HLT_PFHT380_SixPFJet32_DoublePFBTagDeepCSV_2p2_v4,0.469026860,0.446803627
305821:6344,10/28/17 20:29:22,772,HLT_PFHT380_SixPFJet32_DoublePFBTagDeepCSV_2p2_v4,0.255098811,0.240463320
305832:6346,10/29/17 11:22:50,180,HLT_PFHT380_SixPFJet32_DoublePFBTagDeepCSV_2p2_v4,0.062759526,0.058021275
305840:6346,10/29/17 15:39:01,1141,HLT_PFHT380_SixPFJet32_DoublePFBTagDeepCSV_2p2_v4,0.262149299,0.251347322
305842:6346,10/29/17 23:07:26,862,HLT_PFHT380_SixPFJet32_DoublePFBTagDeepCSV_2p2_v4,0.117828015,0.114870231
305862:6347,10/30/17 11:28:42,625,HLT_PFHT380_SixPFJet32_DoublePFBTagDeepCSV_2p2_v4,0.212680289,0.202188598
305898:6348,10/30/17 20:22:11,711,HLT_PFHT380_SixPFJet32_DoublePFBTagDeepCSV_2p2_v4,0.241359854,0.230935201
305902:6349,10/31/17 04:27:05,469,HLT_PFHT380_SixPFJet32_DoublePFBTagDeepCSV_2p2_v4,0.161708801,0.154344858
